"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Michigan"	"26"	33	9883640	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Minnesota"	"27"	22	5303925	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Mississippi"	"28"	17	2967297	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Missouri"	"29"	23	5988927	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New Jersey"	"34"	20	8791894	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New Mexico"	"35"	10	2059179	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"New York"	"36"	48	19378102	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"North Carolina"	"37"	27	9535483	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Ohio"	"39"	58	11536504	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Oklahoma"	"40"	12	3751351	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Oregon"	"41"	16	3831074	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Pennsylvania"	"42"	58	12702379	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"South Carolina"	"45"	18	4625364	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Tennessee"	"47"	22	6346105	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Texas"	"48"	71	25145561	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Virginia"	"51"	21	8001024	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Washington"	"53"	27	6724540	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	"Wisconsin"	"55"	31	5686986	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Alabama"	"01"	93	4779736	1.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Arizona"	"04"	56	6392017	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Arkansas"	"05"	43	2915918	1.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"California"	"06"	90	37253956	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Colorado"	"08"	67	5029196	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Connecticut"	"09"	92	3574097	2.6
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Delaware"	"10"	12	897934	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Florida"	"12"	156	18801310	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Georgia"	"13"	121	9687653	1.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Hawaii"	"15"	11	1360301	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Idaho"	"16"	13	1567582	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Illinois"	"17"	151	12830632	1.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Indiana"	"18"	74	6483802	1.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Iowa"	"19"	29	3046355	1.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Kansas"	"20"	37	2853118	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Kentucky"	"21"	70	4339367	1.6
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Louisiana"	"22"	57	4533372	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Maine"	"23"	12	1328361	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Maryland"	"24"	40	5773552	0.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Massachusetts"	"25"	83	6547629	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Michigan"	"26"	81	9883640	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Minnesota"	"27"	43	5303925	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Mississippi"	"28"	64	2967297	2.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Missouri"	"29"	83	5988927	1.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Montana"	"30"	23	989415	2.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Nebraska"	"31"	22	1826341	1.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Nevada"	"32"	10	2700551	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New Jersey"	"34"	123	8791894	1.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New Mexico"	"35"	18	2059179	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"New York"	"36"	151	19378102	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"North Carolina"	"37"	115	9535483	1.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"North Dakota"	"38"	11	672591	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Ohio"	"39"	129	11536504	1.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Oklahoma"	"40"	35	3751351	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Oregon"	"41"	44	3831074	1.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Pennsylvania"	"42"	211	12702379	1.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Rhode Island"	"44"	19	1052567	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"South Carolina"	"45"	83	4625364	1.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Tennessee"	"47"	113	6346105	1.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Texas"	"48"	220	25145561	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Utah"	"49"	28	2763885	1.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Virginia"	"51"	101	8001024	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Washington"	"53"	61	6724540	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"West Virginia"	"54"	36	1852994	1.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Wisconsin"	"55"	24	5686986	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Wyoming"	"56"	13	563626	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Other specified threats to breathing"	"W83"	"Arizona"	"04"	11	6392017	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Other specified threats to breathing"	"W83"	"California"	"06"	26	37253956	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Alabama"	"01"	13	4779736	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"California"	"06"	26	37253956	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Colorado"	"08"	16	5029196	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Florida"	"12"	30	18801310	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Georgia"	"13"	11	9687653	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Illinois"	"17"	19	12830632	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Indiana"	"18"	15	6483802	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Kentucky"	"21"	19	4339367	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Michigan"	"26"	12	9883640	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Minnesota"	"27"	15	5303925	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Missouri"	"29"	21	5988927	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"New York"	"36"	21	19378102	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Ohio"	"39"	24	11536504	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Pennsylvania"	"42"	17	12702379	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"South Carolina"	"45"	14	4625364	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Tennessee"	"47"	19	6346105	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Unspecified threat to breathing"	"W84"	"Washington"	"53"	12	6724540	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to other specified electric current"	"W86"	"Texas"	"48"	11	25145561	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified electric current"	"W87"	"California"	"06"	12	37253956	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified electric current"	"W87"	"Michigan"	"26"	13	9883640	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified electric current"	"W87"	"Texas"	"48"	26	25145561	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Alabama"	"01"	97	4779736	2.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Arizona"	"04"	18	6392017	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Arkansas"	"05"	29	2915918	1.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"California"	"06"	135	37253956	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Colorado"	"08"	17	5029196	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Connecticut"	"09"	15	3574097	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Florida"	"12"	84	18801310	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Georgia"	"13"	82	9687653	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Idaho"	"16"	19	1567582	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Illinois"	"17"	78	12830632	0.6
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Indiana"	"18"	62	6483802	1.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Iowa"	"19"	21	3046355	0.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Kansas"	"20"	21	2853118	0.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Kentucky"	"21"	59	4339367	1.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Louisiana"	"22"	58	4533372	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Maryland"	"24"	53	5773552	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Massachusetts"	"25"	11	6547629	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Michigan"	"26"	81	9883640	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Minnesota"	"27"	27	5303925	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Mississippi"	"28"	70	2967297	2.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Missouri"	"29"	75	5988927	1.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Montana"	"30"	10	989415	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Nebraska"	"31"	11	1826341	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"New Hampshire"	"33"	11	1316470	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"New Jersey"	"34"	48	8791894	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"New Mexico"	"35"	15	2059179	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"New York"	"36"	100	19378102	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"North Carolina"	"37"	74	9535483	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Ohio"	"39"	106	11536504	0.9
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Oklahoma"	"40"	57	3751351	1.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Oregon"	"41"	14	3831074	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Pennsylvania"	"42"	121	12702379	1.0
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Rhode Island"	"44"	10	1052567	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"South Carolina"	"45"	50	4625364	1.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Tennessee"	"47"	92	6346105	1.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Texas"	"48"	130	25145561	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Utah"	"49"	12	2763885	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Virginia"	"51"	57	8001024	0.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Washington"	"53"	45	6724540	0.7
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"West Virginia"	"54"	13	1852994	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to uncontrolled fire in building or structure"	"X00"	"Wisconsin"	"55"	27	5686986	0.5
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Alabama"	"01"	16	4779736	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"California"	"06"	18	37253956	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Florida"	"12"	20	18801310	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Georgia"	"13"	15	9687653	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Indiana"	"18"	10	6483802	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Louisiana"	"22"	10	4533372	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"New York"	"36"	11	19378102	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"North Carolina"	"37"	15	9535483	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Ohio"	"39"	10	11536504	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Tennessee"	"47"	16	6346105	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Texas"	"48"	44	25145561	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to unspecified smoke, fire and flames"	"X09"	"Virginia"	"51"	14	8001024	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Arizona"	"04"	49	6392017	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Arkansas"	"05"	17	2915918	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"California"	"06"	29	37253956	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Florida"	"12"	19	18801310	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Georgia"	"13"	21	9687653	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Kentucky"	"21"	10	4339367	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Louisiana"	"22"	15	4533372	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Mississippi"	"28"	24	2967297	0.8
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Missouri"	"29"	19	5988927	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"New York"	"36"	18	19378102	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"North Carolina"	"37"	13	9535483	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Ohio"	"39"	10	11536504	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Oklahoma"	"40"	11	3751351	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Pennsylvania"	"42"	17	12702379	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"South Carolina"	"45"	10	4625364	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Tennessee"	"47"	22	6346105	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Texas"	"48"	65	25145561	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural heat"	"X30"	"Virginia"	"51"	13	8001024	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Alabama"	"01"	11	4779736	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Alaska"	"02"	12	710231	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Arizona"	"04"	19	6392017	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"California"	"06"	29	37253956	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Connecticut"	"09"	15	3574097	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Florida"	"12"	24	18801310	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Georgia"	"13"	15	9687653	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Illinois"	"17"	21	12830632	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Indiana"	"18"	11	6483802	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Iowa"	"19"	13	3046355	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Kentucky"	"21"	14	4339367	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Louisiana"	"22"	10	4533372	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Maryland"	"24"	15	5773552	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Massachusetts"	"25"	14	6547629	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Michigan"	"26"	33	9883640	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Minnesota"	"27"	22	5303925	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Missouri"	"29"	15	5988927	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"New Jersey"	"34"	15	8791894	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"New Mexico"	"35"	19	2059179	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"New York"	"36"	28	19378102	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"North Carolina"	"37"	22	9535483	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Ohio"	"39"	28	11536504	0.2
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Oklahoma"	"40"	14	3751351	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Oregon"	"41"	15	3831074	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Pennsylvania"	"42"	40	12702379	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"South Carolina"	"45"	11	4625364	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"South Dakota"	"46"	13	814180	Unreliable
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Tennessee"	"47"	24	6346105	0.4
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Texas"	"48"	30	25145561	0.1
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Virginia"	"51"	26	8001024	0.3
	"External causes of morbidity and mortality"	"V01-Y89"	"Exposure to excessive natural cold"	"X31"	"Washington"	"53"	26	6724540	0.4
